Gépcoop cikkszám;  Cikknév;Iron trade;Csavarda;Koelner;Mekrs;Fabory;Ferdinand;Reyher;Hopefix;Fastbolt;Schafer;King;Wasi
93310130109N;HLF.TM.CSAVAR NATÚR 10X130 10.9 DIN 933;;00933010013010902000;68560;;;;;;;;;
9331013088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X130 8.8 DIN 933;00933010013008801000;00933010013008801000;55437;00200.14.01.100.130;01210.100.130;0210161901;;;;;;
93310130A2;HLF.TM.CSAVAR 10X130 A2 DIN 933;;00933010013040040000;;;;11081212;;;;0933210 130;;933-2-10X130
93310130A4;HLF.TM.CSAVAR 10X130 A4 DIN 933;;;;;;;;;;0933410 130;;
9331014088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X140 8.8 DIN 933;00933010014008801000;00933010014008801000;55438;00200.14.01.100.140;01210.100.140;0210162201;;;;;;
93310140A2;HLF.TM.CSAVAR 10X140 A2 DIN 933;;00933010014040040000;;;;11081225;;;;0933210 140;;
93310140A4;HLF.TM.CSAVAR 10X140 A4 DIN 933;;;;;;;;;;0933410 140;;
933101488ZN;HLF.TM.CSAVAR HORGANYZOTT 10X14 8.8 DIN 933;;;-;;;0210137601;;;;;;
93310150109N;HLF.TM.CSAVAR NATÚR 10X150 10.9 DIN 933;;00933010015010902000;;;;;009331000100150;;;;;
9331015088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X150 8.8 DIN 933;00933010015008801000;00933010015008801000;55439;00200.14.01.100.150;01210.100.150;0210163501;;;;;;
93310150A2;HLF.TM.CSAVAR 10X150 A2 DIN 933;;00933010015040040000;;;;11081238;;;;0933210 150;;
9331016088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X160 8.8 DIN 933;;00933010016008801000;66162;00200.14.01.100.160;;0210164801;009338100100160;;;;;
93310160A2;HLF.TM.CSAVAR 10X160 A2 DIN 933;;00933010016040040000;;;;11081241;;;;0933210 160;;
93310160A4;HLF.TM.CSAVAR 10X160 A4 DIN 933;;;;;;;;;;0933410 160;;
9331016109N;HLF.TM.CSAVAR NATÚR 10X16 10.9 DIN 933;;00933010001610902000;53612;00200.15.00.100.016;04110.100.016;;009331000100016;;;;;
933101656ZN;HLF.TM.CSAVAR HORGANYZOTT 10X16 5.6 DIN 933;;00933010001605801000;05542;00200.12.01.100.016;01210.100.016;;;;;;;
933101688CL;HLF.TM.CSAVAR CINKLAMELLÁS 10X16 8.8 DIN 933;;;-;;;;;;;;;
933101688N;HLF.TM.CSAVAR NATÚR 10X16 8.8 DIN 933;;;;;;;;;;;;
933101688ZN;HLF.TM.CSAVAR HORGANYZOTT 10X16 8.8 DIN 933;00933010001608801000;00933010001608801000;54632;00200.14.01.100.016;01210.100.016;0210706601;;;093301000160008201;;;
9331016A2;HLF.TM.CSAVAR 10X16 A2 DIN 933;;;58807;;;11081021;;;;0933210 16;;933-2-10X16
9331016A4;HLF.TM.CSAVAR 10X16 A4 DIN 933;;;;;;11581026;;;;0933410 16;;
9331016A480;HLF.TM.CSAVAR 10X16 A4-80 DIN 933;;;;;;;;;;-;;
9331018088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X180 8.8 DIN 933;;00933010018008801000;66163;00200.14.01.100.180;01210.100.018;0210165101;009338100100180;;;;;
9331018109ZN;HLF.TM.CSAVAR HORGANYZOTT 10X18 10.9 DIN 933;;;;;;;009331100100018;;;;;
933101888ZN;HLF.TM.CSAVAR HORGANYZOTT 10X18 8.8 DIN 933;;;-;00200.14.01.100.018;01210.100.018;0210139201;;;;;;
9331018A2;HLF.TM.CSAVAR 10X18 A2 DIN 933;;;;;;;;;;0933210 18;;
93310200A2;HLF.TM.CSAVAR 10X200 A2 DIN 933;;00933010020040040000;;;;;;;;4017210 200;;
9331020109N;HLF.TM.CSAVAR NATÚR 10X20 10.9 DIN 933;00933010002010902000;00933010002010902000;53615;00200.15.00.100.020;04100.100.020;;009331000100020;;093301000200001101;;;
9331020109ZN;HLF.TM.CSAVAR HORGANYZOTT 10X20 10.9 DIN 933;00933010002010901000;00933010002010901000;;00200.15.01.100.020;04112.100.020;;009331100100020;;;;;
9331020129N;HLF.TM.CSAVAR NATÚR 10X20 12.9 DIN 933;;;6130477;;;;009332000100020;;;;;
933102056ZN;HLF.TM.CSAVAR HORGANYZOTT 10X20 5.6 DIN 933;00933010002005801000;00933010002005801000;05543;00200.12.01.100.020;;;;;;;;
933102088CL;HLF.TM.CSAVAR CINKLAMELLÁS 10X20 8.8 DIN 933;;;-;;;;-;;;;;
933102088N;HLF.TM.CSAVAR NATÚR 10X20 8.8 DIN 933;;;;00200.14.00.100.020;01010.100.020;;009338000100020;;;;;
933102088TZN;HLF.TM.CSAVAR TŰZIHORGANYZOTT 10X20 8.8 DIN 933;00933010002008804000;00933010002008804000;55119;00200.14.04.100.020;01410.100.020;0210140220;;;;;;
933102088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X20 8.8 DIN 933 34580;00933010002008801000;00933010002008801000;52764;00200.14.01.100.020;01210.100.020;0210140201;;;;;;
9331020A2;HLF.TM.CSAVAR 10X20 A2 DIN 933;;00933010002040040000;56085;;51010.100.020;11081047;;;;0933210 20;2093310X20;933-2-10X20
9331020A280;HLF.TM.CSAVAR 10X20 A2-80 DIN 933;;;;;;;;;;093328010 20;;
9331020A4;HLF.TM.CSAVAR 10X20 A4 DIN 933;;00933010002041041000;58638;;;11581042;;;;0933410 20;4093310X20;933-4-10X20
9331020A480;HLF.TM.CSAVAR 10X20 A4-80 DIN 933;;;;;;;;;;093348010 20;;
9331022088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X220 8.8 DIN 933;;;-;;;;;;;;;
9331022109ZN;HLF.TM.CSAVAR HORGANYZOTT 10X22 10.9 DIN 933;;;;;;;;;;;;
933102256ZN;HLF.TM.CSAVAR HORGANYZOTT 10X22 5.6 DIN 933;;;-;;;;;;;;;
933102288ZN;HLF.TM.CSAVAR HORGANYZOTT 10X22 8.8 DIN 933;00933010002208801000;;-;00200.14.01.100.022;01210.100.022;0210141501;;;;;;
9331022A2;HLF.TM.CSAVAR 10X22 A2 DIN 933;;;;;;;;;;0933210 22;;
9331025109N;HLF.TM.CSAVAR NATÚR 10X25 10.9 DIN 933;00933010002510902000;00933010002510902000;53619;00200.15.00.100.025;04110.100.025;;009331000100025;;;;;
9331025109ZN;HLF.TM.CSAVAR HORGANYZOTT 10X25 10.9 DIN 933;;00933010002510901000;60701;00200.15.01.100.025;04116.100.025;;009331100100025;;;;;
9331025129N;HLF.TM.CSAVAR NATÚR 10X25 12.9 DIN 933;;;6130164;;;;009332000100025;;;;;
933102514828A2;HLF.TM.CSAVAR HŐÁLLÓ ROZSDAMENTES M10X25 1.4828 DIN 933;;;;;;;;;;;;
933102514841A2;HLF.TM.CSAVAR HŐÁLLÓ ROZSDAMENTES M10X25 1.4841 DIN 933;;;;;;;;;;;;
933102556ZN;HLF.TM.CSAVAR HORGANYZOTT 10X25 5.6 DIN 933;00933010002505801000;00933010002505801000;05544;00200.12.01.100.025;;;;;;;;
933102588CL;HLF.TM.CSAVAR CINKLAMELLÁS 10X25 8.8 DIN 933;;;;;;;;;;;;
933102588N;HLF.TM.CSAVAR NATÚR 10X25 8.8 DIN 933;;00933010002508802000;-;;;;009338000100025;;;;;
933102588TZN;HLF.TM.CSAVAR TŰZIHORGANYZOTT 10X25 8.8 DIN 933;;00933010002508804000;55120;00200.14.04.100.025;01410.100.025;0210142820;;;;;;
933102588ZN;HLF.TM.CSAVAR HORGANYZOTT 10X25 8.8 DIN 933;00933010002508801000;00933010002508801000;52765;00200.14.01.100.025;01210.100.025;0210142801;;;;;;
933102588ZNVP;HLF.TM.CSAVAR HORGANYZOTT VP. 10X25 8.8 DIN 933 SCOTCH GRIP 2353 M;;;-;;;;;;;;;
9331025A2;HLF.TM.CSAVAR 10X25 A2 DIN 933;;00933010002540040000;56086;;;11081050;;;;0933210 25;2093310X25;933-2-10X25
9331025A4;HLF.TM.CSAVAR 10X25 A4 DIN 933;;00933010002541741000;58639;;;11581055;;;;0933410 25;;
933102888ZN;HLF.TM.CSAVAR HORGANYZOTT 10X28 8.8 DIN 933;;;-;00200.14.01.100.028;;;;;;;;
9331030109CL;HLF.TM.CSAVAR CINKLAMELLÁS 10X30 10.9 DIN 933;;;;;;;;;;;;
9331030109N;HLF.TM.CSAVAR NATÚR 10X30 10.9 DIN 933;00933010003010902000;00933010003010902000;53623;00200.15.00.100.030;04110.100.030;;009331000100030;;;;;
9331030109ZN;HLF.TM.CSAVAR HORGANYZOTT 10X30 10.9 DIN 933;;00933010003010901000;60702;00200.15.01.100.030;;;009331100100030;;;;;
9331030129N;HLF.TM.CSAVAR NATÚR 10X30 12.9 DIN 933;;;6130165;00200.16.00.100.030;;;009332000100030;;;;;
933103042CRMO4109ZN;HLF.TM.CSAVAR HORGANYZOTT 10X30 42CrMo4/10.9 DIN 933;;;;;;;;;;;;
933103056ZN;HLF.TM.CSAVAR HORGANYZOTT 10X30 5.6 DIN 933;00933010003005801000;00933010003005801000;05545;00200.12.01.100.030;08761.100.030;;;;;;;
933103066PA;HLF.TM.CSAVAR MŰANYAG 10X30 6.6 DIN933 POLIAMID FEHÉR;;;-;;;;009336000100030;;;;;
933103088CL;HLF.TM.CSAVAR CINKLAMELLÁS 10X30 8.8 DIN 933;;;-;;;;;;;;;
933103088N;HLF.TM.CSAVAR NATÚR 10X30 8.8 DIN 933;;00933010003008802000;-;;01010.100.030;;009338000100030;;;;;
933103088TZN;HLF.TM.CSAVAR TŰZIHORGANYZOTT 10X30 8.8 DIN 933;;00933010003008804000;55121;00200.14.04.100.030;01410.100.030;0210144420;;;;;;
933103088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X30 8.8 DIN 933;00933010003008801000;00933010003008801000;52766;00200.14.01.100.030;01210.100.030;0210144401;;;;;;
9331030A2;HLF.TM.CSAVAR 10X30 A2 DIN 933;;00933010003040040000;56087;;51010.100.030;11081063;;;;0933210 30;2093310X30;933-2-10X30
9331030A4;HLF.TM.CSAVAR 10X30 A4 DIN 933;;00933010003041041000;57977;;55010.100.030;11581068;;;;0933410 30;4093310X30;933-4-10X30
9331035109N;HLF.TM.CSAVAR NATÚR 10X35 10.9 DIN 933;00933010003510902000;00933010003510902000;53626;00200.15.00.100.035;04110.100.035;;009331000100035;;;;;
9331035109ZN;HLF.TM.CSAVAR HORGANYZOTT 10X35 10.9 DIN 933;;00933010003510901000;60703;00200.15.01.100.035;04112.100.035;;009331100100035;;093301000350001201;;;
9331035109ZNB;HLF.TM.CSAVAR HORGANYZOTT BARNA 10X35 10.9 DIN 933;;;;;;;;;;;;
9331035129N;HLF.TM.CSAVAR NATÚR 10X35 12.9 DIN 933;;;;00200.16.00.100.035;;;009332000100035;;;;;
933103514828A2;HLF.TM.CSAVAR HŐÁLLÓ ROZSDAMENTES M10X35 1.4828 DIN 933;;;;;;;;;;;;
933103514841A2;HLF.TM.CSAVAR HŐÁLLÓ ROZSDAMENTES M10X35 1.4841 DIN 933;;;;;;;;;;;;
933103556ZN;HLF.TM.CSAVAR HORGANYZOTT 10X35 5.6 DIN 933;00933010003505801000;00933010003505801000;05546;00200.12.01.100.035;;;;;;;;
933103588CL;HLF.TM.CSAVAR CINKLAMELLÁS 10X35 8.8 DIN 933;;;-;;;;-;;;;;
933103588N;HLF.TM.CSAVAR NATÚR 10X35 8.8 DIN 933;;;;;;;009338000100035;;;;;
933103588TZN;HLF.TM.CSAVAR TŰZIHORGANYZOTT 10X35 8.8 DIN 933;04017010003508804010;00933010003508804000;58210;00200.14.04.100.035;;0210145720;;;093301000350108601;;;
933103588ZN;HLF.TM.CSAVAR HORGANYZOTT 10X35 8.8 DIN 933;00933010003508801000;00933010003508801000;52767;00200.14.01.100.035;01210.100.035;0210145701;;;;;;
9331035A2;HLF.TM.CSAVAR 10X35 A2 DIN 933;;00933010003540040000;56088;;51010.100.035;11087135;;;;0933210 35;2093310X35;933-2-10X35
9331035A4;HLF.TM.CSAVAR 10X35 A4 DIN 933;;00933010003541041000;57535;;55010.100.035;11581071;;;;0933410 35;4093310X35;933-4-10X35
9331035A480;HLF.TM.CSAVAR 10X35 A4-80 DIN 933;;;;;;;;;;093348010 35;;
9331040109N;HLF.TM.CSAVAR NATÚR 10X40 10.9 DIN 933;00933010004010902000;00933010004010902000;53629;00200.15.00.100.040;4110.100.040;;009331000100040;;;;;
9331040109ZN;HLF.TM.CSAVAR HORGANYZOTT 10X40 10.9 DIN 933;;00933010004010901000;60704;00200.15.01.100.040;04112.100.040;;009331100100040;;;;;
9331040129N;HLF.TM.CSAVAR NATÚR 10X40 12.9 DIN 933;;;6130166;;;;009332000100040;;;;;
933104056ZN;HLF.TM.CSAVAR HORGANYZOTT 10X40 5.6 DIN 933;00933010004005801000;00933010004005801000;05547;00200.12.01.100.040;;;;;;;;
933104088CL;HLF.TM.CSAVAR CINKLAMELLÁS 10X40 8.8 DIN 933;;;-;;01236.100.040;;;;;;;
933104088N;HLF.TM.CSAVAR NATÚR 10X40 8.8 DIN 933;;00933010004008802000;;;;;009338000100040;;;;;
933104088TZN;HLF.TM.CSAVAR TŰZIHORGANYZOTT 10X40 8.8 DIN 933;;00933010004008804000;58245;00200.14.04.100.040;01410.100.040;0210146020;;;;;;
933104088ZN;HLF.TM.CSAVAR HORGANYZOTT 10X40 8.8 DIN 933;00933010004008801000;00933010004008801000;52768;00200.14.01.100.040;01210.100.040;0210146001;;;;;;
933104088ZNB;HLF.TM.CSAVAR HORGANYZOTT BARNA 10X40 8.8 DIN 933;;;-;;;;;;;;;
9331040A2;HLF.TM.CSAVAR 10X40 A2 DIN 933;;00933010004040040000;56089;;51010.100.040;11081089;;;;0933210 40;2093310X40;933-2-10X40
9331040A280;HLF.TM.CSAVAR 10X40 A2-80 DIN 933;;;;;;;;;;093328010 40;;
9331040A4;HLF.TM.CSAVAR 10X40 A4 DIN 933;;00933010004041041000;58640;;55010.100.040;11581084;;;;0933410 40;4093310X40;933-4-10X40
9331040A480;HLF.TM.CSAVAR 10X40 A4-80 DIN 933;;;;;;;;;;093348010 40;;
